amount_requested,days_since_incident,prior_claims_count,doc_confidence_score,consistency_score,has_police_report,has_medical_certificate,has_death_certificate,has_repair_estimate,document_count,policy_number_extracted,amount_vs_policy_limit_ratio,incident_on_weekend,submission_within_7_days,name_mismatch,date_mismatch,decision,claim_type_Multi-vehicle Collision,claim_type_Parked Car,claim_type_Single Vehicle Collision,claim_type_Vehicle Theft
40000.0,45,1,0.9113256820578522,0.7908798201873554,0,0,0,1,1,1,5.4409,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,5,0.9207513393979874,0.8393796574719823,0,0,0,0,0,1,4.3539,0,0,0,0,REJECT,1,0,0,0
40000.0,12,0,0.9235240795810761,0.6117814835703436,0,0,0,1,1,1,6.6239,1,0,0,0,APPROVE,0,0,1,0
40000.0,45,0,0.8923988741553002,0.9958729979720352,1,0,0,1,2,1,7.7956,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,3,0.7625852440614108,0.8865241895754286,0,0,0,0,0,1,7.0746,0,0,0,1,ESCALATE,0,0,1,0
70000.0,45,5,0.817228369193449,0.7701551127195051,0,0,0,1,1,1,5.8994,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,1,0.9250776920581756,0.6765320121160977,0,0,0,0,0,1,3.7459,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,1,0.9764938251862358,0.6320709289773425,0,0,0,1,1,1,2.1089,1,0,0,0,APPROVE,1,0,0,0
40000.0,45,3,0.7228946198026204,0.8688761682504487,0,0,0,0,0,1,5.4865,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,1,0.8553056365611864,0.7267822459834233,0,0,0,1,1,1,2.012,0,0,0,0,REJECT,1,0,0,0
40000.0,45,5,0.7906314586840488,0.6917913832999472,1,0,0,1,2,1,0.6519,0,0,0,1,APPROVE,1,0,0,0
40000.0,12,0,0.7653642293518806,0.7519817548449333,0,0,0,1,1,1,4.7992,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,3,0.8466850982207174,0.837169235123084,0,0,0,1,1,1,3.456,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,1,0.8757659087613956,0.8686820866736005,0,0,0,0,0,1,7.0701,1,0,0,0,APPROVE,0,0,1,0
40000.0,45,3,0.7028339471116495,0.858068027741812,0,0,0,1,1,1,5.3434,0,0,0,0,REJECT,1,0,0,0
40000.0,45,3,0.9262599059383454,0.9453062333967894,0,0,0,1,1,1,5.3544,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,1,0.9377658180652398,0.6875029724280461,0,0,0,1,1,1,6.4092,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,1,0.9799981391247006,0.8546984652788542,0,0,0,1,1,1,3.0174,1,0,0,0,APPROVE,0,0,1,0
40000.0,45,5,0.7523866826351615,0.6404457504744376,0,0,0,1,1,1,7.6863,1,0,0,0,ESCALATE,1,0,0,0
40000.0,45,0,0.8724202430846749,0.8191738759596712,0,0,0,1,1,1,2.1599,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,1,0.8237213583081544,0.8335833609958685,0,0,0,1,1,1,7.0376,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,1,0.7971000769510517,0.6864949195736695,0,0,0,0,0,1,7.3313,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,0,0.8640337009168764,0.7566772519964947,0,0,0,0,0,1,0.7928,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,3,0.9268910970348295,0.9308771558335209,0,0,0,1,1,1,5.2387,0,0,0,0,ESCALATE,0,0,1,0
40000.0,45,3,0.7066853071991109,0.6593636215011853,0,0,0,1,1,1,6.1207,0,0,1,0,APPROVE,1,0,0,0
40000.0,45,3,0.9811260326441942,0.773802479046336,0,0,0,0,0,1,7.6537,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,3,0.9348656598546561,0.9730932284845808,0,0,0,0,0,1,2.3853,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,1,0.9178345740572177,0.8016435710798404,0,0,0,1,1,1,4.7139,0,0,0,0,APPROVE,1,0,0,0
50000.0,45,3,0.920512340832346,0.8900534847333148,0,0,0,0,0,1,6.2984,0,0,0,1,APPROVE,0,0,1,0
40000.0,45,3,0.8128276057894093,0.9307464158222204,0,0,0,1,1,1,1.6127,0,0,1,0,APPROVE,1,0,0,0
40000.0,45,3,0.917969959744996,0.681509749938197,0,0,0,1,1,1,6.8974,1,0,0,0,APPROVE,0,0,1,0
40000.0,45,3,0.8121633604948577,0.6872868942131729,1,0,0,1,2,1,3.5273,1,0,0,1,REJECT,1,0,0,0
40000.0,45,3,0.96062498057669,0.9034365824393534,0,0,0,0,0,1,5.2981,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,1,0.7513944911588761,0.9013226952705604,0,0,0,1,1,1,0.8153,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,0,0.7847807530223939,0.6240733282558476,0,0,0,1,1,1,2.172,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,0,0.859887887382732,0.7289992962779858,0,0,0,1,1,1,4.0864,0,0,0,0,APPROVE,1,0,0,0
70000.0,45,3,0.792571200407309,0.7594129967633751,0,0,0,1,1,1,2.6691,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,0,0.8230288011356293,0.9316161613884615,0,0,0,0,0,1,7.6838,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,3,0.8428025799255925,0.768744902171895,0,0,0,0,0,1,6.462,1,0,0,0,APPROVE,0,0,1,0
40000.0,45,3,0.9483424711559175,0.9703715561612976,0,0,0,0,0,1,6.9866,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,3,0.8517257535465209,0.998643110856256,0,0,0,0,0,1,3.9974,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,5,0.8051133560982225,0.9122904662777398,0,0,0,0,0,1,4.0523,1,0,0,0,ESCALATE,0,0,1,0
40000.0,45,1,0.7718434875701835,0.8665546758269029,0,0,0,0,0,1,6.5389,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,0,0.8185160338497371,0.7567588663948491,0,0,0,1,1,1,3.4065,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,3,0.8495634702801672,0.6268157784208134,0,0,0,1,1,1,4.1064,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,5,0.9163733085889385,0.8292555025584523,0,0,0,1,1,1,4.4644,0,0,0,0,ESCALATE,0,0,1,0
40000.0,45,0,0.7351041450899781,0.7446819622175964,0,0,0,1,1,1,5.0537,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,1,0.7642666645893537,0.7403592303329374,0,0,0,0,0,1,5.3748,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,1,0.8100996646019152,0.8750837010837742,0,0,0,1,1,1,5.6056,0,0,0,0,ESCALATE,0,0,1,0
40000.0,45,5,0.8045155374846592,0.7854557434386543,0,0,0,1,1,1,3.8301,0,0,1,0,APPROVE,0,0,1,0
40000.0,45,5,0.8136069454055114,0.90083753790858,0,0,0,0,0,1,2.7136,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,1,0.9301211667456941,0.7592692890741517,0,0,0,0,0,1,7.4012,0,0,0,0,ESCALATE,0,0,1,0
40000.0,45,1,0.7940047768590301,0.660345354194625,0,0,0,1,1,1,6.7004,1,0,0,0,APPROVE,1,0,0,0
40000.0,45,5,0.8455504723167727,0.7845390104760986,0,0,0,0,0,1,0.5258,0,0,0,1,APPROVE,0,0,0,1
40000.0,45,0,0.88093303952879,0.9804050057301453,0,0,0,1,1,1,4.3469,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,0,0.7673317795532455,0.9206098516466233,0,0,0,1,1,1,2.5595,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,1,0.9084216622727863,0.6822997020293466,0,0,0,1,1,1,5.3205,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,0,0.8586622827241015,0.7565202006579771,0,0,0,1,1,1,4.2698,1,0,0,0,ESCALATE,0,0,1,0
40000.0,45,3,0.8295665372790996,0.9711168380882151,0,0,0,1,1,1,0.6587,0,0,1,0,APPROVE,1,0,0,0
40000.0,45,3,0.934837367754111,0.6494796234906266,1,0,0,0,1,1,5.9583,1,0,0,0,APPROVE,1,0,0,0
40000.0,45,3,0.7706136251637028,0.7015800967459744,0,0,0,1,1,1,2.5654,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,3,0.9561210314781536,0.7048890583487586,0,1,0,1,2,1,2.4518,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,0,0.8627041332563441,0.8283731502647934,0,0,0,1,1,1,0.7394,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,0,0.8766607150201009,0.7642933278845291,0,0,0,0,0,1,6.7125,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,3,0.9537670996089934,0.6319482695985199,1,0,0,1,2,1,4.8413,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,1,0.9370989794763074,0.8516725818308342,0,0,0,1,1,1,4.1363,1,0,1,0,APPROVE,1,0,0,0
40000.0,45,3,0.874452999958351,0.63963114580806,0,0,0,1,1,1,5.5686,0,0,0,0,REJECT,0,0,1,0
40000.0,45,0,0.9184244341159704,0.8425659727916313,0,0,0,0,0,1,3.0903,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,5,0.8256626521675401,0.8028033520904103,1,0,0,0,1,1,4.7711,0,0,0,1,ESCALATE,1,0,0,0
40000.0,45,0,0.8587395485149264,0.797467464290125,0,0,0,1,1,1,2.3696,0,0,1,0,APPROVE,1,0,0,0
40000.0,45,3,0.7180003396454682,0.6269984981196919,0,0,0,1,1,1,0.9722,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,0,0.7260587962200136,0.8556881787534143,0,0,0,0,0,1,4.7101,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,0,0.9405333672140362,0.7725281034357323,0,0,0,0,0,1,2.1589,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,0,0.717304780147924,0.7644424489142746,0,0,0,0,0,1,6.1253,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,3,0.7491257464334561,0.8385805585674146,0,0,0,1,1,1,3.8888,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,5,0.930791471095628,0.842499223978619,0,0,0,0,0,1,2.378,0,0,1,0,ESCALATE,1,0,0,0
40000.0,45,0,0.7003323256821943,0.6060133183047954,0,0,0,1,1,1,5.0626,1,0,0,0,APPROVE,1,0,0,0
40000.0,45,0,0.7818972553653006,0.6500903604812827,1,0,0,1,2,1,1.3747,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,5,0.8693712107697202,0.6946072883378882,0,0,0,1,1,1,6.2107,0,0,0,0,APPROVE,1,0,0,0
50000.0,45,5,0.872680480126096,0.8711909333383916,0,0,0,1,1,1,3.8913,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,3,0.9253743433865473,0.830696450811843,0,0,0,0,0,1,6.5948,0,0,0,1,REJECT,1,0,0,0
40000.0,45,0,0.8467186138027294,0.9030516529539014,0,0,0,1,1,1,1.5357,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,0,0.8477265421639814,0.8962431222175428,0,0,0,1,1,1,3.3691,0,0,0,1,ESCALATE,1,0,0,0
40000.0,45,3,0.9103400669068031,0.9412731476824603,0,0,0,1,1,1,1.8502,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,3,0.8446010943472222,0.7507259445089656,0,0,0,0,0,1,0.959,0,0,0,0,ESCALATE,0,0,1,0
40000.0,45,3,0.8764624151034488,0.7380255464733211,0,0,0,1,1,1,7.6651,0,0,1,0,ESCALATE,1,0,0,0
40000.0,45,3,0.9603544797939647,0.9324061612213853,0,0,0,1,1,1,5.9499,0,0,0,0,ESCALATE,0,0,1,0
40000.0,45,0,0.8164207922075879,0.6950406135468739,0,0,0,1,1,1,2.942,1,0,0,0,APPROVE,1,0,0,0
40000.0,45,0,0.8116862705665744,0.7844689494694428,0,0,0,0,0,1,2.3461,1,0,0,0,APPROVE,1,0,0,0
40000.0,45,0,0.7010292076407837,0.6777302608088999,0,0,0,1,1,1,2.0324,1,0,0,0,ESCALATE,1,0,0,0
40000.0,45,1,0.8778936158411572,0.9655362968556854,0,0,0,1,1,1,0.8226,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,0,0.7086338531480683,0.7631212052386501,0,0,0,1,1,1,1.27,1,0,0,0,APPROVE,1,0,0,0
40000.0,45,3,0.8462030620212118,0.6849947592923313,1,0,0,0,1,1,1.2718,1,0,0,0,APPROVE,1,0,0,0
40000.0,45,3,0.9332277988193457,0.8768053562275648,0,0,1,0,1,1,5.497,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,1,0.8594771104507023,0.6978578712841914,0,0,0,1,1,1,4.9603,1,0,0,0,APPROVE,1,0,0,0
40000.0,45,3,0.778194487912836,0.9774014412680894,0,0,0,1,1,1,4.7615,0,0,0,0,ESCALATE,0,0,1,0
40000.0,45,0,0.9279888422203176,0.7470468059237646,0,0,0,1,1,1,6.0085,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,1,0.7782179311839362,0.8658562848407347,0,0,0,0,0,1,2.3838,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,3,0.9125792164743106,0.7380979724629654,0,0,0,1,1,1,3.0686,1,0,0,0,APPROVE,1,0,0,0
40000.0,45,0,0.8769749520051671,0.9228982331973895,0,0,0,1,1,1,1.4503,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,1,0.7492989260569203,0.9587690964091103,0,0,0,1,1,1,4.9078,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,0,0.9624888237048139,0.9151673437659145,0,0,0,0,0,1,7.4968,1,0,0,0,ESCALATE,1,0,0,0
40000.0,45,5,0.7581866680575867,0.939399607491008,0,0,0,1,1,1,6.9735,0,0,0,1,APPROVE,0,0,1,0
40000.0,45,0,0.9869802515007942,0.6407523311750544,0,0,0,1,1,1,4.6625,1,0,0,0,APPROVE,1,0,0,0
40000.0,45,3,0.7021200417099328,0.9696258708132266,0,0,0,0,0,1,5.3346,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,3,0.7764101793714419,0.8497202915501121,0,0,0,1,1,1,7.9423,1,0,0,0,APPROVE,1,0,0,0
40000.0,45,5,0.7579594862095176,0.9476870128664798,0,0,0,0,0,1,4.3802,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,1,0.7040580889494341,0.8737747056741662,0,0,0,1,1,1,7.0294,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,0,0.9123866910427215,0.6807390674174841,0,0,0,1,1,1,4.2549,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,3,0.9010934826088829,0.8438220406582706,0,0,0,0,0,1,0.859,1,0,0,0,APPROVE,0,0,1,0
40000.0,45,3,0.9297817796629299,0.6363784958892563,0,0,0,1,1,1,7.51,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,5,0.7744425784747239,0.8782892120872634,0,0,0,1,1,1,1.3391,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,1,0.8288571984540613,0.7636004564322291,0,0,0,1,1,1,5.7814,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,3,0.8911429212702487,0.6606932692400835,0,0,0,0,0,1,2.2847,1,0,0,0,APPROVE,0,0,1,0
40000.0,45,3,0.8275328661275616,0.9916919263473656,0,0,0,0,0,1,7.2578,0,0,0,0,APPROVE,0,0,1,0
40000.0,0,0,0.9022244733921956,0.9604337696842724,0,0,0,1,1,1,2.0037,1,1,0,0,APPROVE,0,0,1,0
40000.0,45,1,0.8838522884477282,0.9574174853613016,0,0,0,1,1,1,1.5506,1,0,0,0,APPROVE,0,0,1,0
40000.0,45,5,0.7332478628764312,0.9155281225409011,1,0,0,1,2,1,3.7903,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,0,0.9265025051123207,0.876792450057407,0,0,0,1,1,1,4.2251,0,0,0,0,REJECT,1,0,0,0
40000.0,45,0,0.9089961441368303,0.8620317921168981,0,0,0,1,1,1,6.642,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,1,0.8901919724090475,0.6424375350815421,0,0,0,1,1,1,6.218,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,3,0.7449771458185906,0.9602264941273817,1,0,0,0,1,1,2.962,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,1,0.7777189701506554,0.9524513585218441,0,0,0,1,1,1,3.3871,0,0,0,0,APPROVE,0,0,0,1
40000.0,45,0,0.8140213391604041,0.8991410506099413,0,0,0,1,1,1,4.825,1,0,0,0,APPROVE,1,0,0,0
40000.0,45,1,0.7811795902803685,0.970925983630049,0,0,0,1,1,1,4.6368,1,0,0,1,ESCALATE,1,0,0,0
40000.0,45,3,0.766064984296078,0.8212333805591968,0,0,0,1,1,1,6.9653,0,0,0,0,ESCALATE,0,0,1,0
40000.0,45,3,0.933553724346915,0.7790569338870221,0,0,0,1,1,1,4.0436,1,0,0,0,ESCALATE,1,0,0,0
40000.0,45,3,0.8850873514444586,0.9871789608665115,0,0,0,1,1,1,7.2013,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,1,0.8639869181495725,0.7856524751190624,0,0,0,1,1,1,2.038,0,0,0,0,REJECT,0,0,1,0
70000.0,45,0,0.7655262861474436,0.8565297764268631,1,0,0,1,2,1,7.0072,1,0,0,0,ESCALATE,1,0,0,0
50000.0,45,0,0.966242203057906,0.7492248587433756,0,0,0,1,1,1,2.7822,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,0,0.7554430813382217,0.8545304904078912,0,0,0,1,1,1,6.4194,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,1,0.9305357705191564,0.8880395982502751,0,1,0,1,2,1,4.7404,1,0,1,0,ESCALATE,1,0,0,0
40000.0,45,3,0.980335073344535,0.8498622101154202,0,0,0,1,1,1,7.0667,1,0,0,0,APPROVE,0,0,1,0
40000.0,45,3,0.9108568914750285,0.8058251764864791,0,0,0,1,1,1,2.2344,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,3,0.9879290448035426,0.7200443190500931,0,0,0,0,0,1,5.7612,1,0,0,0,ESCALATE,0,0,1,0
40000.0,45,3,0.8888048239236045,0.8575382704544894,0,0,0,1,1,1,6.8672,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,3,0.7630634996451295,0.9633715581045451,0,0,0,0,0,1,6.3252,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,1,0.7591076531777883,0.6027650364678669,0,0,0,1,1,1,4.745,1,0,0,1,APPROVE,1,0,0,0
40000.0,45,0,0.7941236424340881,0.6535716109718761,0,0,0,1,1,1,5.5655,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,3,0.7020677058640917,0.6479092633999423,1,0,0,1,2,1,1.9739,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,3,0.897692556324022,0.9692821211571416,0,0,0,1,1,1,2.1235,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,3,0.77791365754207,0.8650990755850458,0,0,0,1,1,1,2.5047,0,0,1,0,ESCALATE,1,0,0,0
40000.0,45,0,0.9364031373648983,0.9807152425880602,0,0,0,1,1,1,6.7101,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,0,0.804160068662197,0.8331253092849713,0,0,0,0,0,1,1.7558,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,1,0.8391873831043607,0.7846931588637015,0,0,0,0,0,1,2.7419,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,1,0.980049785802507,0.9169371647257449,0,0,0,1,1,1,7.4033,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,3,0.7702299156837104,0.6643769069900898,0,0,0,1,1,1,6.1643,0,0,0,1,APPROVE,1,0,0,0
40000.0,45,1,0.9091636882546245,0.7525352465269286,0,0,0,1,1,1,5.9984,1,0,0,0,APPROVE,1,0,0,0
40000.0,45,3,0.918984158898571,0.7865096962136895,0,0,0,1,1,1,3.9136,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,5,0.7640894656818542,0.7193833578048473,0,0,0,1,1,1,5.7677,1,0,0,0,APPROVE,0,0,1,0
40000.0,45,1,0.8452890826175368,0.7485142449633914,0,0,0,1,1,1,4.743,1,0,0,0,APPROVE,1,0,0,0
40000.0,45,0,0.8015585583407607,0.6312420747697672,0,0,0,1,1,1,1.036,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,0,0.9238528105860259,0.6791934357798232,0,0,0,1,1,1,4.8239,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,3,0.8805201625184208,0.7341986881323713,0,0,0,1,1,1,3.8919,1,0,0,0,APPROVE,1,0,0,0
40000.0,45,1,0.8380350859095587,0.9183561732932537,0,0,0,1,1,1,1.3547,0,0,0,0,ESCALATE,0,0,1,0
40000.0,45,1,0.9260153468638382,0.6729989419371455,0,0,0,1,1,1,3.082,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,0,0.7681951153024409,0.7386561495936899,0,0,0,1,1,1,7.211,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,3,0.9185503453694641,0.625968115278774,0,0,0,1,1,1,6.5278,1,0,0,1,APPROVE,0,0,1,0
40000.0,45,3,0.950958550506919,0.8228417379306424,0,0,0,1,1,1,7.3543,0,0,0,0,APPROVE,0,0,1,0
70000.0,45,0,0.9548002630741961,0.8445003552563711,0,0,0,1,1,1,5.8781,1,0,0,0,APPROVE,1,0,0,0
40000.0,45,5,0.9272653419756851,0.9462065853848668,0,0,0,1,1,1,5.2442,0,0,1,0,APPROVE,1,0,0,0
40000.0,45,3,0.8183241084294979,0.9276463994007856,0,0,0,1,1,1,1.5443,1,0,0,0,ESCALATE,1,0,0,0
40000.0,45,1,0.9847243265881698,0.7141511818735522,0,0,0,1,1,1,1.3041,1,0,0,0,REJECT,1,0,0,0
40000.0,45,1,0.8100821567085075,0.6547814756759439,0,0,0,1,1,1,2.3507,1,0,0,0,ESCALATE,1,0,0,0
40000.0,45,0,0.8852013657397034,0.6624332728841614,0,0,0,1,1,1,2.8565,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,1,0.7467115116401459,0.9875855772161778,0,0,0,1,1,1,5.0528,1,0,1,0,APPROVE,0,0,1,0
40000.0,45,3,0.9843301806045539,0.869290325602943,0,0,0,1,1,1,7.0798,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,0,0.9041559173407523,0.6170283151212957,0,0,0,1,1,1,7.1805,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,3,0.9184794881214469,0.6547117020180379,0,0,0,0,0,1,5.6177,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,0,0.7190752439892318,0.7943200260403823,0,0,0,1,1,1,4.8044,0,0,0,1,APPROVE,1,0,0,0
40000.0,45,3,0.9213911661239949,0.6831315217172479,0,0,0,1,1,1,2.3329,1,0,0,0,ESCALATE,0,0,1,0
40000.0,45,5,0.9246697944739743,0.9214635940000075,0,0,0,1,1,1,7.5346,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,5,0.8948140906450466,0.8292868470277459,0,0,0,1,1,1,5.5333,1,0,0,0,APPROVE,0,0,1,0
40000.0,45,3,0.7846537879991996,0.8450528831157194,0,0,0,1,1,1,4.5009,1,0,0,0,APPROVE,1,0,0,0
40000.0,45,1,0.8420101122266557,0.7851302192196847,0,0,0,1,1,1,1.2797,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,3,0.7320259676795278,0.7024251101705262,0,0,0,1,1,1,6.6941,0,0,1,0,APPROVE,0,0,1,0
40000.0,45,1,0.8367602492731543,0.8357614452810186,0,0,0,1,1,1,3.1174,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,1,0.7707089172541174,0.8867880184642927,0,0,0,0,0,1,7.2544,1,0,0,0,APPROVE,1,0,0,0
40000.0,45,3,0.8012381260832837,0.7483792310520667,0,0,0,0,0,1,1.7631,1,0,0,0,ESCALATE,0,0,1,0
40000.0,45,3,0.7471541184370726,0.8019774522471341,0,0,0,1,1,1,0.8645,0,0,0,0,APPROVE,0,0,1,0
50000.0,45,0,0.7667157666466001,0.9358735881888133,0,0,0,0,0,1,3.7605,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,5,0.7222049061278337,0.6594727047289841,1,0,0,1,2,1,1.0873,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,3,0.9667713962667072,0.8180897677096401,0,0,0,1,1,1,0.9635,0,0,0,1,APPROVE,0,0,1,0
40000.0,45,3,0.8538190995128669,0.7393650647316913,0,0,0,1,1,1,5.853,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,3,0.8150551716661945,0.8811179032868921,0,0,0,0,0,1,2.4303,0,0,0,0,APPROVE,0,0,0,1
40000.0,45,5,0.8551584717029473,0.6075240972649578,0,0,0,1,1,1,5.2914,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,5,0.8822050362596503,0.8681893199212755,0,0,0,1,1,1,4.7812,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,5,0.9673448500771112,0.6411590936064749,0,0,0,0,0,1,1.5556,0,0,0,1,ESCALATE,1,0,0,0
40000.0,45,3,0.7518209561630308,0.6259071011974632,0,0,0,1,1,1,3.3933,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,5,0.785710224604213,0.8898493203834452,0,0,0,1,1,1,0.9955,0,0,0,0,APPROVE,0,0,1,0
70000.0,45,0,0.9829789075397932,0.8561368611616293,0,0,0,0,0,1,3.6625,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,1,0.807645966128072,0.9579743723570635,0,0,0,1,1,1,1.8677,1,0,0,0,APPROVE,0,0,1,0
40000.0,45,1,0.706542878719625,0.8078619823202581,0,0,0,1,1,1,1.2223,0,0,0,0,REJECT,1,0,0,0
40000.0,45,0,0.742816612864776,0.8120097702108668,0,0,0,1,1,1,2.8774,1,0,0,1,APPROVE,1,0,0,0
40000.0,45,1,0.70763822350708,0.8828071342306202,0,0,0,1,1,1,0.5256,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,3,0.9870777113020113,0.7293590305413005,0,0,0,0,0,1,6.1833,1,0,0,0,APPROVE,0,0,1,0
40000.0,45,3,0.7808725462074546,0.614764982168773,0,0,0,0,0,1,1.6864,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,3,0.9678273995115055,0.6920183302876232,0,0,0,1,1,1,5.1938,0,0,0,0,ESCALATE,0,0,0,1
40000.0,45,0,0.9888070199703176,0.6952053647585467,0,0,0,1,1,1,6.7444,1,0,0,0,APPROVE,1,0,0,0
40000.0,45,3,0.8739539541315031,0.7342635401112776,0,0,0,1,1,1,7.3793,0,0,0,0,ESCALATE,0,0,1,0
40000.0,45,3,0.7096269313690129,0.9773850932161852,0,0,0,1,1,1,4.6818,1,0,0,0,APPROVE,1,0,0,0
40000.0,45,3,0.7236615728122088,0.9219371194652591,0,0,0,1,1,1,6.4121,1,0,0,0,APPROVE,0,0,1,0
40000.0,45,0,0.8396608259812846,0.9743824980820768,0,0,0,0,0,1,3.9108,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,1,0.8177898837443309,0.9994438360452002,0,0,0,0,0,1,4.1764,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,3,0.8757914186767126,0.7735116016348178,0,0,0,1,1,1,4.6008,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,0,0.8272658648162955,0.6908293266721218,0,0,1,1,2,1,5.526,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,0,0.9708822862887305,0.8240016645020997,0,0,0,1,1,1,5.5244,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,1,0.8550745174699181,0.9524537655792475,0,0,0,1,1,1,6.3903,0,0,0,0,APPROVE,1,0,0,0
