claim_type,amount_requested,doc_confidence_score,consistency_score,days_since_incident,has_police_report,has_medical_cert,prior_claims_count,label
LIFE_DEATH,267582.26,0.86,0.841,5,1,1,0,APPROVE
AUTO,23128.8,0.75,0.8,7,0,0,1,APPROVE
AUTO,287519.24,0.211,0.451,49,0,0,6,REJECT
AUTO,102283.32,0.779,0.688,52,0,0,1,ESCALATE
AUTO,18607.71,0.762,0.8,11,1,0,0,APPROVE
AUTO,9811.79,0.954,0.8,3,1,0,0,APPROVE
AUTO,20664.62,0.923,0.957,22,0,0,0,APPROVE
AUTO,391034.88,0.296,0.342,84,0,0,3,REJECT
AUTO,20828.51,0.802,0.8,19,1,0,2,APPROVE
AUTO,85810.35,0.711,0.635,11,0,0,2,ESCALATE
PROPERTY,20289.14,0.75,0.8,38,1,0,0,APPROVE
AUTO,51072.84,0.715,0.798,67,0,0,1,ESCALATE
AUTO,16047.24,0.864,0.8,32,0,0,1,APPROVE
AUTO,13039.85,0.915,0.932,11,1,0,2,APPROVE
AUTO,96487.78,0.428,0.311,45,0,0,6,REJECT
LIFE_DEATH,507818.44,0.607,0.737,33,0,1,2,ESCALATE
AUTO,98127.6,0.51,0.15,37,0,0,4,REJECT
AUTO,24360.73,0.884,0.94,12,0,0,1,APPROVE
PROPERTY,1014376.43,0.2,0.243,163,0,0,4,REJECT
AUTO,343561.86,0.2,0.65,32,0,0,5,REJECT
PROPERTY,79050.1,0.918,0.954,4,1,0,0,APPROVE
PROPERTY,38206.3,0.799,0.929,19,1,0,0,APPROVE
PROPERTY,103441.16,0.784,0.953,16,1,0,1,APPROVE
PROPERTY,702161.95,0.609,0.15,78,0,0,3,REJECT
LIFE_DEATH,1134780.9,0.2,0.444,112,0,0,3,REJECT
AUTO,13119.45,0.829,0.905,3,1,0,0,APPROVE
LIFE_DEATH,60523.3,0.833,0.814,6,0,1,0,APPROVE
LIFE_DEATH,514282.14,0.603,0.646,20,0,1,3,ESCALATE
PROPERTY,46142.8,0.824,0.937,9,1,0,0,APPROVE
PROPERTY,394885.52,0.666,0.82,13,0,0,3,ESCALATE
PROPERTY,1194087.43,0.266,0.44,53,0,0,4,REJECT
LIFE_DEATH,231984.83,0.751,0.97,10,0,1,2,APPROVE
PROPERTY,40602.93,0.955,0.8,11,0,0,1,APPROVE
AUTO,68420.05,0.976,0.905,10,1,0,0,APPROVE
PROPERTY,37725.66,0.902,0.906,12,0,0,1,APPROVE
LIFE_DEATH,122221.82,0.939,0.951,8,0,1,0,APPROVE
LIFE_DEATH,775148.55,0.217,0.176,100,0,0,3,REJECT
AUTO,18740.49,0.808,0.859,3,0,0,0,APPROVE
AUTO,18768.47,0.807,0.918,1,1,0,1,APPROVE
AUTO,13522.93,0.946,0.979,1,0,0,0,APPROVE
PROPERTY,77596.12,0.792,0.895,1,1,0,0,APPROVE
AUTO,17676.87,0.75,0.936,3,0,0,0,APPROVE
LIFE_DEATH,284123.33,0.954,0.918,1,1,1,0,APPROVE
AUTO,12008.49,0.915,0.957,4,0,0,0,APPROVE
PROPERTY,1123215.81,0.315,0.412,66,0,0,5,REJECT
AUTO,30208.3,0.759,0.99,10,1,0,0,APPROVE
LIFE_DEATH,947985.26,0.482,0.15,108,0,0,3,REJECT
PROPERTY,57604.64,0.787,0.928,1,1,0,1,APPROVE
PROPERTY,349619.5,0.733,0.74,11,0,0,1,ESCALATE
PROPERTY,127032.35,0.799,0.985,14,1,0,0,APPROVE
AUTO,4753.2,0.825,0.8,9,1,0,0,APPROVE
PROPERTY,896055.63,0.586,0.15,95,0,0,5,REJECT
AUTO,238715.68,0.275,0.602,82,0,0,2,REJECT
AUTO,379312.66,0.347,0.361,88,0,0,2,REJECT
AUTO,131479.66,0.656,0.394,83,0,0,5,REJECT
LIFE_DEATH,1010220.93,0.2,0.65,46,0,0,3,REJECT
AUTO,164754.76,0.2,0.649,58,0,0,5,REJECT
PROPERTY,36665.88,0.908,0.984,1,0,0,1,APPROVE
AUTO,47759.36,0.838,0.901,5,1,0,1,APPROVE
PROPERTY,626798.22,0.24,0.47,34,0,0,2,REJECT
LIFE_DEATH,93047.13,0.921,0.973,3,1,1,0,APPROVE
AUTO,10397.0,0.901,0.903,4,1,0,0,APPROVE
LIFE_DEATH,698192.96,0.817,0.747,16,1,1,2,ESCALATE
LIFE_DEATH,595657.7,0.25,0.152,261,0,1,4,REJECT
AUTO,5092.55,0.929,0.821,7,0,0,1,APPROVE
PROPERTY,69853.64,0.75,0.8,21,1,0,1,APPROVE
PROPERTY,347471.83,0.777,0.684,30,1,0,1,ESCALATE
PROPERTY,32469.01,0.905,0.934,11,1,0,0,APPROVE
AUTO,98774.59,0.745,0.695,37,1,0,2,ESCALATE
PROPERTY,57176.1,0.817,0.971,1,1,0,1,APPROVE
PROPERTY,733077.14,0.364,0.344,75,0,0,3,REJECT
LIFE_DEATH,282061.34,0.962,0.959,13,1,1,0,APPROVE
AUTO,384063.9,0.62,0.2,110,0,0,2,REJECT
AUTO,426302.05,0.248,0.15,64,0,0,4,REJECT
LIFE_DEATH,121242.07,0.939,0.994,15,0,1,0,APPROVE
AUTO,18864.91,0.97,0.899,31,0,0,0,APPROVE
PROPERTY,277640.75,0.754,0.644,40,1,0,3,ESCALATE
AUTO,27674.53,0.852,0.958,4,1,0,0,APPROVE
AUTO,63882.66,0.722,0.692,12,1,0,3,ESCALATE
AUTO,381987.86,0.347,0.15,92,0,0,4,REJECT
PROPERTY,56209.2,0.778,0.982,2,1,0,0,APPROVE
AUTO,29298.34,0.853,0.889,1,1,0,1,APPROVE
LIFE_DEATH,229755.71,0.921,0.966,6,1,1,0,APPROVE
PROPERTY,81093.83,0.75,0.97,1,1,0,0,APPROVE
AUTO,21841.85,0.88,0.896,1,0,0,0,APPROVE
PROPERTY,37718.19,0.823,0.954,8,0,0,0,APPROVE
LIFE_DEATH,1427281.77,0.211,0.44,30,0,0,6,REJECT
LIFE_DEATH,157489.4,0.75,0.994,1,1,1,0,APPROVE
LIFE_DEATH,210111.82,0.884,0.971,6,0,1,1,APPROVE
AUTO,324953.7,0.439,0.489,62,0,0,3,REJECT
PROPERTY,26614.28,0.794,0.837,19,0,0,1,APPROVE
AUTO,33390.24,0.979,0.952,8,1,0,1,APPROVE
LIFE_DEATH,162111.38,0.75,0.939,5,1,1,1,APPROVE
AUTO,37321.8,0.897,0.906,1,1,0,0,APPROVE
PROPERTY,26207.74,0.764,0.902,12,0,0,0,APPROVE
PROPERTY,958511.96,0.23,0.205,164,0,0,5,REJECT
AUTO,48688.47,0.97,0.955,1,1,0,0,APPROVE
PROPERTY,586423.64,0.382,0.15,71,0,0,5,REJECT
AUTO,13109.02,0.89,0.836,4,0,0,0,APPROVE
AUTO,48799.38,0.828,0.937,30,1,0,0,APPROVE
AUTO,31644.53,0.971,0.8,22,1,0,0,APPROVE
AUTO,34967.42,0.773,0.915,32,1,0,1,APPROVE
PROPERTY,897492.11,0.49,0.203,35,0,0,3,REJECT
AUTO,22035.61,0.861,0.918,5,0,0,1,APPROVE
AUTO,15425.83,0.936,0.906,10,0,0,1,APPROVE
PROPERTY,524305.22,0.304,0.437,40,0,0,3,REJECT
PROPERTY,97012.7,0.812,0.862,2,1,0,0,APPROVE
AUTO,21033.78,0.75,0.841,1,0,0,0,APPROVE
AUTO,19423.11,0.922,0.8,20,0,0,0,APPROVE
AUTO,18380.66,0.928,0.813,6,1,0,2,APPROVE
LIFE_DEATH,171174.07,0.9,0.978,16,0,1,0,APPROVE
LIFE_DEATH,367175.71,0.794,0.665,10,0,1,1,ESCALATE
PROPERTY,910623.15,0.2,0.191,106,0,0,3,REJECT
PROPERTY,42897.21,0.75,0.854,5,1,0,1,APPROVE
AUTO,342567.01,0.476,0.302,48,0,0,3,REJECT
AUTO,174486.92,0.411,0.567,197,0,0,6,REJECT
AUTO,348331.04,0.322,0.234,66,0,0,3,REJECT
PROPERTY,387684.1,0.797,0.665,58,0,0,1,ESCALATE
PROPERTY,407587.91,0.701,0.732,50,1,0,2,ESCALATE
PROPERTY,52715.65,0.877,0.937,1,1,0,0,APPROVE
PROPERTY,621565.96,0.298,0.24,36,0,0,4,REJECT
PROPERTY,514067.62,0.65,0.719,21,0,0,2,ESCALATE
AUTO,38374.21,0.852,0.862,11,1,0,0,APPROVE
PROPERTY,123184.08,0.67,0.66,17,0,0,2,ESCALATE
LIFE_DEATH,464148.46,0.764,0.644,17,0,1,1,ESCALATE
PROPERTY,670540.26,0.2,0.15,144,0,0,2,REJECT
LIFE_DEATH,353224.35,0.651,0.698,67,0,1,3,ESCALATE
AUTO,31115.87,0.846,0.8,7,1,0,0,APPROVE
AUTO,96523.47,0.641,0.641,26,1,0,3,ESCALATE
AUTO,40320.0,0.813,0.906,8,1,0,0,APPROVE
AUTO,213811.5,0.331,0.278,38,0,0,6,REJECT
AUTO,44557.44,0.74,0.635,35,0,0,2,ESCALATE
PROPERTY,32245.33,0.873,0.8,9,0,0,1,APPROVE
AUTO,16126.81,0.987,0.919,14,1,0,2,APPROVE
LIFE_DEATH,642674.66,0.2,0.182,158,0,1,4,REJECT
PROPERTY,1170948.26,0.394,0.455,74,0,0,3,REJECT
PROPERTY,28256.55,0.882,0.854,1,1,0,0,APPROVE
PROPERTY,215830.42,0.433,0.635,119,0,0,4,REJECT
AUTO,42240.87,0.75,0.992,24,1,0,1,APPROVE
LIFE_DEATH,432091.11,0.71,0.783,12,1,1,2,ESCALATE
PROPERTY,71324.99,0.948,0.925,11,1,0,2,APPROVE
LIFE_DEATH,305457.31,0.763,0.656,26,1,1,2,ESCALATE
LIFE_DEATH,651377.66,0.482,0.524,66,0,0,4,REJECT
AUTO,13998.3,0.75,0.998,1,0,0,0,APPROVE
AUTO,34557.35,0.99,0.888,22,1,0,0,APPROVE
LIFE_DEATH,272279.84,0.75,0.802,4,0,1,1,APPROVE
LIFE_DEATH,214037.43,0.767,0.959,6,0,1,1,APPROVE
AUTO,19566.53,0.905,0.972,8,1,0,0,APPROVE
AUTO,21020.83,0.947,0.8,17,1,0,0,APPROVE
AUTO,83483.69,0.408,0.254,35,0,0,4,REJECT
PROPERTY,32904.06,0.851,0.845,24,0,0,0,APPROVE
AUTO,19708.66,0.874,0.954,9,0,0,0,APPROVE
AUTO,369205.66,0.336,0.208,37,0,0,5,REJECT
PROPERTY,44579.1,0.75,0.831,6,1,0,1,APPROVE
PROPERTY,320074.82,0.711,0.681,11,1,0,1,ESCALATE
LIFE_DEATH,239138.17,0.962,0.948,15,0,1,0,APPROVE
PROPERTY,51522.12,0.99,0.917,5,1,0,0,APPROVE
AUTO,5827.02,0.859,0.8,1,1,0,0,APPROVE
AUTO,285433.38,0.2,0.595,78,0,0,4,REJECT
LIFE_DEATH,166547.56,0.793,0.98,3,0,1,2,APPROVE
LIFE_DEATH,1261686.54,0.304,0.243,80,0,1,3,REJECT
AUTO,11932.09,0.967,0.828,19,0,0,0,APPROVE
AUTO,20247.91,0.826,0.889,4,0,0,1,APPROVE
PROPERTY,937452.86,0.648,0.199,93,0,0,6,REJECT
AUTO,136486.94,0.2,0.429,44,0,0,3,REJECT
PROPERTY,265224.32,0.216,0.416,109,0,0,2,REJECT
AUTO,29486.82,0.828,0.907,37,0,0,0,APPROVE
AUTO,45347.98,0.888,0.931,3,1,0,0,APPROVE
AUTO,241955.99,0.358,0.336,74,0,0,3,REJECT
LIFE_DEATH,121105.08,0.92,0.992,9,1,1,1,APPROVE
PROPERTY,46235.21,0.882,0.949,7,0,0,0,APPROVE
AUTO,38985.28,0.881,0.993,2,1,0,1,APPROVE
LIFE_DEATH,56165.92,0.867,0.92,12,0,1,0,APPROVE
AUTO,20141.2,0.907,0.961,8,0,0,0,APPROVE
PROPERTY,44667.56,0.75,0.952,10,0,0,0,APPROVE
AUTO,38882.11,0.911,0.91,8,1,0,2,APPROVE
AUTO,14286.85,0.915,0.899,1,0,0,0,APPROVE
PROPERTY,35618.32,0.934,0.91,2,0,0,0,APPROVE
PROPERTY,347418.01,0.2,0.519,113,0,0,5,REJECT
PROPERTY,48177.26,0.826,0.913,27,0,0,0,APPROVE
AUTO,12640.28,0.761,0.995,3,0,0,0,APPROVE
AUTO,385947.88,0.2,0.606,109,0,0,2,REJECT
PROPERTY,355495.31,0.325,0.206,84,0,0,6,REJECT
PROPERTY,111573.17,0.817,0.652,41,1,0,2,ESCALATE
PROPERTY,1095101.65,0.211,0.183,48,0,0,2,REJECT
AUTO,45693.1,0.927,0.8,3,1,0,0,APPROVE
LIFE_DEATH,81765.13,0.907,0.818,37,1,1,0,APPROVE
LIFE_DEATH,251395.21,0.75,0.841,20,1,1,0,APPROVE
LIFE_DEATH,200900.48,0.823,0.845,13,1,1,0,APPROVE
AUTO,260257.29,0.68,0.15,181,0,0,4,REJECT
LIFE_DEATH,135857.65,0.753,0.832,7,0,1,0,APPROVE
PROPERTY,78015.09,0.935,0.823,19,1,0,1,APPROVE
AUTO,25766.28,0.75,0.827,1,0,0,0,APPROVE
PROPERTY,248078.07,0.527,0.214,48,0,0,5,REJECT
AUTO,55795.0,0.79,0.58,21,1,0,2,ESCALATE
AUTO,48412.04,0.771,0.721,23,0,0,2,ESCALATE
AUTO,37742.13,0.771,0.95,20,1,0,1,APPROVE
PROPERTY,26120.29,0.894,0.953,1,0,0,0,APPROVE
AUTO,3420.53,0.914,0.95,7,0,0,2,APPROVE
AUTO,130750.09,0.2,0.242,105,0,0,4,REJECT
AUTO,22155.02,0.907,0.828,4,1,0,0,APPROVE
AUTO,12534.07,0.94,0.951,3,1,0,0,APPROVE
AUTO,10569.79,0.927,0.921,11,1,0,2,APPROVE
AUTO,9573.3,0.87,0.8,1,0,0,0,APPROVE
AUTO,104686.17,0.652,0.617,13,0,0,3,ESCALATE
AUTO,15434.91,0.884,0.883,12,1,0,0,APPROVE
AUTO,32079.98,0.975,0.82,30,1,0,1,APPROVE
PROPERTY,563977.09,0.721,0.694,83,1,0,3,ESCALATE
LIFE_DEATH,214996.01,0.75,0.839,12,0,1,1,APPROVE
AUTO,416494.36,0.615,0.15,36,0,0,3,REJECT
PROPERTY,59956.33,0.918,0.8,25,1,0,2,APPROVE
PROPERTY,237825.25,0.68,0.611,32,0,0,5,REJECT
PROPERTY,1142820.74,0.385,0.378,125,0,0,3,REJECT
PROPERTY,110131.08,0.78,0.969,2,1,0,0,APPROVE
PROPERTY,638796.01,0.262,0.546,70,0,0,3,REJECT
AUTO,189927.56,0.2,0.328,71,0,0,6,REJECT
AUTO,39106.36,0.966,0.975,1,1,0,0,APPROVE
AUTO,21958.89,0.935,0.8,7,0,0,1,APPROVE
AUTO,7983.64,0.75,0.863,2,1,0,1,APPROVE
AUTO,20400.06,0.84,0.8,1,1,0,0,APPROVE
LIFE_DEATH,184854.55,0.89,0.989,17,0,1,1,APPROVE
PROPERTY,50760.63,0.873,0.987,4,1,0,1,APPROVE
AUTO,17548.92,0.75,0.822,7,1,0,0,APPROVE
PROPERTY,266561.18,0.759,0.66,20,0,0,2,ESCALATE
PROPERTY,722098.02,0.463,0.213,147,0,0,6,REJECT
LIFE_DEATH,480779.5,0.709,0.732,26,1,1,1,ESCALATE
PROPERTY,55259.01,0.844,0.973,4,1,0,0,APPROVE
PROPERTY,1181740.49,0.21,0.21,72,0,0,2,REJECT
AUTO,11958.29,0.92,0.94,1,1,0,0,APPROVE
AUTO,23811.65,0.757,0.974,21,0,0,1,APPROVE
PROPERTY,78622.89,0.931,0.855,37,1,0,0,APPROVE
PROPERTY,48312.85,0.901,0.953,12,0,0,0,APPROVE
PROPERTY,209336.49,0.304,0.328,33,0,0,5,REJECT
LIFE_DEATH,252199.86,0.75,0.904,10,1,1,0,APPROVE
AUTO,273349.48,0.327,0.264,150,0,0,4,REJECT
LIFE_DEATH,593093.66,0.737,0.639,55,0,1,3,ESCALATE
LIFE_DEATH,123101.12,0.911,0.959,1,0,1,0,APPROVE
PROPERTY,26602.54,0.917,0.8,34,1,0,0,APPROVE
LIFE_DEATH,76189.56,0.75,0.868,2,0,1,0,APPROVE
AUTO,17521.77,0.909,0.8,1,0,0,0,APPROVE
AUTO,21863.23,0.926,0.905,5,1,0,0,APPROVE
PROPERTY,116055.9,0.6,0.738,29,1,0,3,ESCALATE
AUTO,88485.54,0.674,0.584,18,0,0,1,ESCALATE
AUTO,41982.67,0.716,0.811,21,1,0,2,ESCALATE
LIFE_DEATH,194335.43,0.811,0.888,11,1,1,0,APPROVE
LIFE_DEATH,555008.39,0.761,0.616,19,1,1,2,ESCALATE
PROPERTY,40429.78,0.932,0.842,1,1,0,0,APPROVE
PROPERTY,124705.05,0.881,0.8,6,1,0,2,APPROVE
AUTO,360352.98,0.258,0.382,94,0,0,4,REJECT
AUTO,37746.9,0.906,0.971,5,1,0,2,APPROVE
PROPERTY,219312.97,0.663,0.622,50,1,0,1,ESCALATE
PROPERTY,69250.44,0.75,0.94,2,1,0,0,APPROVE
PROPERTY,189679.84,0.772,0.661,19,0,0,1,ESCALATE
AUTO,130358.88,0.307,0.186,48,0,0,3,REJECT
LIFE_DEATH,167256.23,0.979,0.938,4,1,1,0,APPROVE
LIFE_DEATH,89820.76,0.933,0.8,3,0,1,2,APPROVE
PROPERTY,33916.54,0.788,0.877,5,0,0,2,APPROVE
AUTO,34958.75,0.812,0.833,9,1,0,0,APPROVE
LIFE_DEATH,219359.52,0.949,0.8,4,0,1,1,APPROVE
PROPERTY,44787.34,0.893,0.994,5,1,0,2,APPROVE
PROPERTY,57785.72,0.795,0.937,4,1,0,0,APPROVE
AUTO,389919.45,0.2,0.245,68,0,0,3,REJECT
AUTO,72223.63,0.638,0.746,13,1,0,3,ESCALATE
AUTO,21198.17,0.781,0.903,1,0,0,0,APPROVE
AUTO,289191.52,0.2,0.15,133,0,0,4,REJECT
AUTO,309999.68,0.2,0.15,31,0,0,6,REJECT
PROPERTY,557451.48,0.434,0.311,52,0,0,2,REJECT
AUTO,10372.36,0.765,0.993,6,1,0,0,APPROVE
AUTO,256925.24,0.203,0.499,88,0,0,4,REJECT
PROPERTY,447773.79,0.659,0.602,10,1,0,1,ESCALATE
LIFE_DEATH,969329.66,0.2,0.15,34,0,0,5,REJECT
AUTO,10060.85,0.802,0.8,1,0,0,0,APPROVE
AUTO,41703.6,0.75,0.963,33,1,0,0,APPROVE
AUTO,393558.99,0.68,0.159,123,0,0,6,REJECT
LIFE_DEATH,218498.55,0.81,0.85,1,1,1,0,APPROVE
LIFE_DEATH,1188698.74,0.343,0.15,38,0,0,2,REJECT
PROPERTY,474283.93,0.432,0.33,333,0,0,2,REJECT
PROPERTY,13767.53,0.9,0.808,1,1,0,0,APPROVE
AUTO,22608.38,0.939,0.8,36,1,0,0,APPROVE
AUTO,329381.04,0.307,0.23,92,0,0,3,REJECT
AUTO,20358.35,0.785,0.834,1,0,0,0,APPROVE
PROPERTY,136964.18,0.635,0.603,10,1,0,1,ESCALATE
AUTO,194616.69,0.542,0.15,51,0,0,2,REJECT
LIFE_DEATH,572205.74,0.2,0.151,37,0,0,6,REJECT
LIFE_DEATH,500016.5,0.637,0.738,41,0,1,2,ESCALATE
AUTO,9227.27,0.958,0.85,7,0,0,1,APPROVE
LIFE_DEATH,287245.17,0.947,0.8,1,0,1,0,APPROVE
AUTO,394974.41,0.2,0.58,118,0,0,5,REJECT
PROPERTY,206143.3,0.752,0.607,27,1,0,2,ESCALATE
AUTO,31810.88,0.814,0.887,14,1,0,1,APPROVE
AUTO,14661.58,0.952,0.945,8,1,0,0,APPROVE
LIFE_DEATH,191293.31,0.837,0.8,2,0,1,1,APPROVE
LIFE_DEATH,133168.25,0.876,0.962,1,0,1,1,APPROVE
PROPERTY,283946.97,0.2,0.501,107,0,0,6,REJECT
PROPERTY,39663.95,0.75,0.81,5,0,0,2,APPROVE
LIFE_DEATH,115924.56,0.75,0.965,12,1,1,0,APPROVE
LIFE_DEATH,252481.11,0.872,0.877,4,0,1,1,APPROVE
LIFE_DEATH,1290846.7,0.296,0.15,201,0,0,3,REJECT
AUTO,46959.92,0.945,0.8,7,1,0,0,APPROVE
AUTO,13351.7,0.881,0.8,22,0,0,1,APPROVE
AUTO,30072.02,0.984,0.8,8,1,0,1,APPROVE
PROPERTY,129002.9,0.891,0.966,9,1,0,2,APPROVE
PROPERTY,499245.89,0.668,0.719,10,0,0,1,ESCALATE
AUTO,22546.1,0.878,0.812,3,1,0,1,APPROVE
LIFE_DEATH,222954.65,0.938,0.951,1,1,1,2,APPROVE
LIFE_DEATH,112252.18,0.759,0.979,4,0,1,1,APPROVE
AUTO,13281.65,0.75,0.8,3,1,0,2,APPROVE
AUTO,64834.95,0.736,0.684,14,1,0,1,ESCALATE
PROPERTY,37310.15,0.75,0.947,2,0,0,0,APPROVE
PROPERTY,37337.48,0.75,0.949,9,0,0,1,APPROVE
LIFE_DEATH,105373.39,0.978,0.8,17,1,1,0,APPROVE
PROPERTY,358611.81,0.72,0.745,18,0,0,2,ESCALATE
AUTO,98131.89,0.314,0.523,214,0,0,5,REJECT
AUTO,33268.18,0.99,0.852,9,1,0,0,APPROVE
AUTO,13640.77,0.978,0.927,3,0,0,1,APPROVE
LIFE_DEATH,109386.03,0.75,0.849,6,0,1,0,APPROVE
LIFE_DEATH,254198.34,0.953,0.8,18,0,1,0,APPROVE
PROPERTY,84336.9,0.761,0.972,12,1,0,1,APPROVE
PROPERTY,56719.07,0.788,0.983,8,1,0,0,APPROVE
AUTO,131373.27,0.69,0.608,12,0,0,2,ESCALATE
PROPERTY,197729.0,0.722,0.687,39,0,0,2,ESCALATE
AUTO,42677.93,0.963,0.99,2,1,0,0,APPROVE
PROPERTY,38980.91,0.891,0.917,1,0,0,0,APPROVE
AUTO,17724.15,0.75,0.934,11,0,0,0,APPROVE
AUTO,225967.92,0.212,0.15,53,0,0,4,REJECT
AUTO,13112.02,0.878,0.987,42,0,0,2,APPROVE
AUTO,205134.4,0.476,0.231,168,0,0,4,REJECT
LIFE_DEATH,335157.23,0.685,0.697,27,1,1,1,ESCALATE
PROPERTY,90758.27,0.882,0.8,8,1,0,0,APPROVE
PROPERTY,53994.48,0.866,0.871,1,1,0,1,APPROVE
LIFE_DEATH,151885.76,0.919,0.889,1,0,1,0,APPROVE
AUTO,217672.96,0.2,0.412,57,0,0,3,REJECT
PROPERTY,80626.38,0.786,0.937,13,1,0,0,APPROVE
AUTO,30948.26,0.89,0.83,19,1,0,0,APPROVE
PROPERTY,78557.36,0.903,0.895,3,1,0,0,APPROVE
LIFE_DEATH,555864.41,0.251,0.359,50,0,1,5,REJECT
AUTO,145784.56,0.701,0.752,57,0,0,1,ESCALATE
AUTO,19259.38,0.892,0.939,16,0,0,0,APPROVE
AUTO,19245.05,0.973,0.833,28,0,0,1,APPROVE
PROPERTY,771264.44,0.2,0.341,67,0,0,6,REJECT
AUTO,45991.45,0.75,0.8,11,1,0,0,APPROVE
AUTO,14153.3,0.915,0.8,1,0,0,0,APPROVE
LIFE_DEATH,250549.25,0.852,0.944,19,0,1,0,APPROVE
AUTO,149090.88,0.425,0.181,59,0,0,4,REJECT
PROPERTY,66182.91,0.75,0.931,6,1,0,0,APPROVE
AUTO,53902.0,0.921,0.896,5,1,0,0,APPROVE
PROPERTY,37387.7,0.962,0.8,4,0,0,0,APPROVE
PROPERTY,41922.01,0.75,0.892,7,0,0,0,APPROVE
PROPERTY,58954.32,0.75,0.8,12,1,0,0,APPROVE
PROPERTY,14474.85,0.768,0.8,11,1,0,0,APPROVE
AUTO,28204.12,0.812,0.886,43,1,0,0,APPROVE
AUTO,182744.75,0.2,0.18,47,0,0,5,REJECT
PROPERTY,22889.48,0.898,0.8,3,1,0,1,APPROVE
LIFE_DEATH,1235134.76,0.508,0.27,72,0,1,4,REJECT
AUTO,199480.96,0.321,0.195,57,0,0,3,REJECT
LIFE_DEATH,1228723.97,0.292,0.15,295,0,1,4,REJECT
AUTO,57462.72,0.75,0.952,1,1,0,1,APPROVE
PROPERTY,31727.56,0.983,0.802,5,0,0,1,APPROVE
AUTO,103204.42,0.2,0.236,38,0,0,2,REJECT
LIFE_DEATH,464759.39,0.544,0.166,107,0,0,3,REJECT
AUTO,391755.66,0.2,0.165,175,0,0,6,REJECT
AUTO,14793.87,0.922,0.8,6,0,0,0,APPROVE
PROPERTY,34070.56,0.859,0.968,4,1,0,2,APPROVE
AUTO,393708.39,0.2,0.564,87,0,0,4,REJECT
PROPERTY,736653.99,0.489,0.201,31,0,0,5,REJECT
LIFE_DEATH,659942.66,0.656,0.685,30,0,1,3,ESCALATE
AUTO,412462.26,0.275,0.15,173,0,0,3,REJECT
PROPERTY,34960.79,0.913,0.986,7,0,0,1,APPROVE
PROPERTY,55120.76,0.912,0.829,6,1,0,0,APPROVE
AUTO,20164.79,0.96,0.821,14,1,0,0,APPROVE
LIFE_DEATH,1075187.04,0.221,0.318,90,0,0,4,REJECT
AUTO,33123.27,0.871,0.8,4,1,0,2,APPROVE
AUTO,230780.08,0.257,0.242,62,0,0,5,REJECT
PROPERTY,45918.05,0.878,0.859,2,0,0,0,APPROVE
PROPERTY,68806.69,0.99,0.826,2,1,0,0,APPROVE
PROPERTY,715191.1,0.2,0.153,51,0,0,3,REJECT
LIFE_DEATH,145767.34,0.752,0.947,6,1,1,0,APPROVE
PROPERTY,174346.15,0.694,0.794,55,1,0,2,ESCALATE
PROPERTY,459991.48,0.42,0.478,42,0,0,2,REJECT
AUTO,11971.33,0.76,0.976,6,1,0,1,APPROVE
LIFE_DEATH,907213.5,0.338,0.287,231,0,1,3,REJECT
AUTO,10657.38,0.923,0.8,9,1,0,0,APPROVE
AUTO,51462.43,0.664,0.636,13,1,0,2,ESCALATE
AUTO,11314.1,0.897,0.923,3,1,0,0,APPROVE
PROPERTY,371458.17,0.673,0.657,66,1,0,1,ESCALATE
AUTO,30186.33,0.75,0.919,8,1,0,0,APPROVE
PROPERTY,185289.7,0.546,0.576,131,0,0,3,REJECT
LIFE_DEATH,766342.27,0.481,0.15,159,0,0,4,REJECT
AUTO,18446.25,0.874,0.901,10,1,0,0,APPROVE
AUTO,30272.18,0.917,0.956,10,1,0,0,APPROVE
PROPERTY,287360.86,0.796,0.742,14,1,0,1,ESCALATE
LIFE_DEATH,288716.32,0.75,0.819,1,1,1,0,APPROVE
AUTO,36995.65,0.99,0.917,1,1,0,0,APPROVE
PROPERTY,327824.56,0.651,0.648,23,0,0,2,ESCALATE
LIFE_DEATH,289518.37,0.928,0.992,11,0,1,0,APPROVE
AUTO,66097.71,0.976,0.915,4,1,0,0,APPROVE
AUTO,25385.84,0.916,0.972,2,0,0,0,APPROVE
AUTO,239836.45,0.566,0.495,90,0,0,6,REJECT
AUTO,31634.21,0.75,0.936,3,1,0,0,APPROVE
LIFE_DEATH,70261.55,0.871,0.953,11,0,1,0,APPROVE
AUTO,16858.45,0.75,0.935,9,1,0,0,APPROVE
PROPERTY,290338.24,0.665,0.654,14,1,0,2,ESCALATE
PROPERTY,561988.84,0.783,0.687,46,0,0,1,ESCALATE
AUTO,275920.3,0.474,0.15,95,0,0,2,REJECT
LIFE_DEATH,1332201.62,0.356,0.194,79,0,0,5,REJECT
PROPERTY,18814.81,0.825,0.815,28,0,0,0,APPROVE
PROPERTY,205200.85,0.644,0.679,66,0,0,2,ESCALATE
LIFE_DEATH,646242.17,0.76,0.773,71,0,1,1,ESCALATE
PROPERTY,39048.28,0.867,0.81,3,1,0,0,APPROVE
AUTO,350333.88,0.497,0.15,35,0,0,4,REJECT
PROPERTY,183558.9,0.786,0.595,35,0,0,3,ESCALATE
PROPERTY,347689.91,0.73,0.787,29,0,0,3,ESCALATE
AUTO,125453.01,0.68,0.226,81,0,0,5,REJECT
PROPERTY,29751.84,0.759,0.858,31,1,0,0,APPROVE
